"CS_reference" "Paragon_reference" "Category"
"TraesCS6D03G0724000" "TraesPARA_EIv1.0_2142010" "Ambiguous"
"TraesCS6D03G0724500" "TraesPARA_EIv1.0_2141990" "Conserved"
"TraesCS6D03G0766400" "TraesPARA_EIv1.0_2138170" "Conserved"
"TraesCS6D03G0778600" "TraesPARA_EIv1.0_2136800" "Conserved"
"TraesCS6D03G0854300" "TraesPARA_EIv1.0_2128920" "Ambiguous"
"TraesCS6D03G0862300" "TraesPARA_EIv1.0_2127860" "Cis only"
"TraesCS6D03G0873500" "TraesPARA_EIv1.0_2127070" "Ambiguous"
"TraesCS6D03G0892600" "TraesPARA_EIv1.0_2125030" "Conserved"
"TraesCS6D03G0892800" "TraesPARA_EIv1.0_2125000" "Ambiguous"
"TraesCS6D03G0902800" "TraesPARA_EIv1.0_2124000" "Conserved"
"TraesCS6D03G0905700" "TraesPARA_EIv1.0_2123400" "Ambiguous"
"TraesCS6D03G0907900" "TraesPARA_EIv1.0_2123150" "Ambiguous"
"TraesCS6D03G0910500" "TraesPARA_EIv1.0_2122980" "Conserved"
"TraesCS6D03G0913900" "TraesPARA_EIv1.0_2122700" "Ambiguous"
"TraesCS6D03G0918900" "TraesPARA_EIv1.0_2122180" "Conserved"
"TraesCS6D03G0921400" "TraesPARA_EIv1.0_2121980" "Ambiguous"
"TraesCS6D03G0921500" "TraesPARA_EIv1.0_2121970" "Conserved"
"TraesCS6D03G0929200" "TraesPARA_EIv1.0_2121210" "Conserved"
"TraesCS6D03G0485200" "TraesPARA_EIv1.0_2166840" "Ambiguous"
"TraesCS6D03G0511100" "TraesPARA_EIv1.0_2164400" "Conserved"
"TraesCS6D03G0561900" "TraesPARA_EIv1.0_2159300" "Trans only"
"TraesCS7A03G0372800" "TraesPARA_EIv1.0_2263120" "Conserved"
"TraesCS7A03G0373200" "TraesPARA_EIv1.0_2263150" "Conserved"
"TraesCS7A03G0377000" "TraesPARA_EIv1.0_2263620" "Ambiguous"
"TraesCS7A03G0377600" "TraesPARA_EIv1.0_2263760" "Conserved"
"TraesCS7A03G0383900" "TraesPARA_EIv1.0_2264370" "Ambiguous"
"TraesCS7A03G0386600" "TraesPARA_EIv1.0_2264620" "Ambiguous"
"TraesCS7A03G0401100" "TraesPARA_EIv1.0_2265520" "Conserved"
"TraesCS7A03G0064400" "TraesPARA_EIv1.0_2232560" "Ambiguous"
"TraesCS7A03G0407600" "TraesPARA_EIv1.0_2266100" "Conserved"
"TraesCS7A03G0407900" "TraesPARA_EIv1.0_2266120" "Ambiguous"
"TraesCS7A03G0408200" "TraesPARA_EIv1.0_2266170" "Conserved"
"TraesCS7A03G0410900" "TraesPARA_EIv1.0_2266390" "Ambiguous"
"TraesCS7A03G0413100" "TraesPARA_EIv1.0_2266600" "Ambiguous"
"TraesCS7A03G0065200" "TraesPARA_EIv1.0_2232620" "Conserved"
"TraesCS7A03G0066300" "TraesPARA_EIv1.0_2232690" "Ambiguous"
"TraesCS7A03G0422700" "TraesPARA_EIv1.0_2267610" "Ambiguous"
"TraesCS7A03G0424700" "TraesPARA_EIv1.0_2267790" "Conserved"
"TraesCS7A03G0425900" "TraesPARA_EIv1.0_2267930" "Ambiguous"
"TraesCS7A03G0432800" "TraesPARA_EIv1.0_2268490" "Ambiguous"
"TraesCS7A03G0438100" "TraesPARA_EIv1.0_2269020" "Ambiguous"
"TraesCS7A03G0441600" "TraesPARA_EIv1.0_2274060" "Ambiguous"
"TraesCS7A03G0443500" "TraesPARA_EIv1.0_2273920" "Ambiguous"
"TraesCS7A03G0443600" "TraesPARA_EIv1.0_2273910" "Conserved"
"TraesCS7A03G0444400" "TraesPARA_EIv1.0_2273890" "Conserved"
"TraesCS7A03G0446200" "TraesPARA_EIv1.0_2273770" "Ambiguous"
"TraesCS7A03G0072700" "TraesPARA_EIv1.0_2233180" "Conserved"
"TraesCS7A03G0454100" "TraesPARA_EIv1.0_2272820" "Ambiguous"
"TraesCS7A03G0454200" "TraesPARA_EIv1.0_2272810" "Ambiguous"
"TraesCS7A03G0455900" "TraesPARA_EIv1.0_2272560" "Ambiguous"
"TraesCS7A03G0458800" "TraesPARA_EIv1.0_2272210" "Ambiguous"
"TraesCS7A03G0464000" "TraesPARA_EIv1.0_2272020" "Ambiguous"
"TraesCS7A03G0464300" "TraesPARA_EIv1.0_2271970" "Ambiguous"
"TraesCS7A03G0467200" "TraesPARA_EIv1.0_2271670" "Conserved"
"TraesCS7A03G0467700" "TraesPARA_EIv1.0_2271730" "Conserved"
"TraesCS7A03G0471800" "TraesPARA_EIv1.0_2271220" "Ambiguous"
"TraesCS7A03G0471900" "TraesPARA_EIv1.0_2271200" "Conserved"
"TraesCS7A03G0476100" "TraesPARA_EIv1.0_2270660" "Ambiguous"
"TraesCS7A03G0477200" "TraesPARA_EIv1.0_2270520" "Conserved"
"TraesCS7A03G0477700" "TraesPARA_EIv1.0_2270490" "Ambiguous"
"TraesCS7A03G0479300" "TraesPARA_EIv1.0_2270280" "Conserved"
"TraesCS7A03G0480100" "TraesPARA_EIv1.0_2270200" "Conserved"
"TraesCS7A03G0482500" "TraesPARA_EIv1.0_2269970" "Ambiguous"
"TraesCS7A03G0482900" "TraesPARA_EIv1.0_2269940" "Ambiguous"
"TraesCS7A03G0490500" "TraesPARA_EIv1.0_2274360" "Ambiguous"
"TraesCS7A03G0492500" "TraesPARA_EIv1.0_2274540" "Ambiguous"
"TraesCS7A03G0493200" "TraesPARA_EIv1.0_2274580" "Ambiguous"
"TraesCS7A03G0494100" "TraesPARA_EIv1.0_2274640" "Conserved"
"TraesCS7A03G0494500" "TraesPARA_EIv1.0_2274690" "Ambiguous"
"TraesCS7A03G0495100" "TraesPARA_EIv1.0_2274750" "Ambiguous"
"TraesCS7A03G0092300" "TraesPARA_EIv1.0_2235060" "Conserved"
"TraesCS7A03G0531000" "TraesPARA_EIv1.0_2278670" "Conserved"
"TraesCS7A03G0008400" "TraesPARA_EIv1.0_2226760" "Trans only"
"TraesCS7A03G0538500" "TraesPARA_EIv1.0_2279230" "Ambiguous"
"TraesCS7A03G0539800" "TraesPARA_EIv1.0_2279360" "Conserved"
"TraesCS7A03G0552300" "TraesPARA_EIv1.0_2280510" "Conserved"
"TraesCS7A03G0554100" "TraesPARA_EIv1.0_2280670" "Conserved"
"TraesCS7A03G0554300" "TraesPARA_EIv1.0_2280690" "Ambiguous"
"TraesCS7A03G0555500" "TraesPARA_EIv1.0_2280760" "Ambiguous"
"TraesCS7A03G0563500" "TraesPARA_EIv1.0_2281560" "Conserved"
"TraesCS7A03G0565100" "TraesPARA_EIv1.0_2281670" "Ambiguous"
"TraesCS7A03G0566800" "TraesPARA_EIv1.0_2281840" "Conserved"
"TraesCS7A03G0568500" "TraesPARA_EIv1.0_2282120" "Ambiguous"
"TraesCS7A03G0569600" "TraesPARA_EIv1.0_2282170" "Ambiguous"
"TraesCS7A03G0570300" "TraesPARA_EIv1.0_2282290" "Conserved"
"TraesCS7A03G0571200" "TraesPARA_EIv1.0_2282400" "Conserved"
"TraesCS7A03G0575400" "TraesPARA_EIv1.0_2282770" "Conserved"
"TraesCS7A03G0578700" "TraesPARA_EIv1.0_2283240" "Conserved"
"TraesCS7A03G0587400" "TraesPARA_EIv1.0_2283940" "Ambiguous"
"TraesCS7A03G0593200" "TraesPARA_EIv1.0_2284480" "Ambiguous"
"TraesCS7A03G0117600" "TraesPARA_EIv1.0_2237690" "Conserved"
"TraesCS7A03G0615600" "TraesPARA_EIv1.0_2286700" "Conserved"
"TraesCS7A03G0617200" "TraesPARA_EIv1.0_2286880" "Conserved"
"TraesCS7A03G0617600" "TraesPARA_EIv1.0_2286980" "Ambiguous"
"TraesCS7A03G0123300" "TraesPARA_EIv1.0_2238200" "Conserved"
"TraesCS7A03G0626800" "TraesPARA_EIv1.0_2287800" "Conserved"
"TraesCS7A03G0126100" "TraesPARA_EIv1.0_2238500" "Ambiguous"
"TraesCS7A03G0635400" "TraesPARA_EIv1.0_2288800" "Ambiguous"
"TraesCS7A03G0136300" "TraesPARA_EIv1.0_2239590" "Conserved"
"TraesCS7A03G0138000" "TraesPARA_EIv1.0_2239660" "Conserved"
"TraesCS7A03G0138700" "TraesPARA_EIv1.0_2239720" "Conserved"
"TraesCS7A03G0138800" "TraesPARA_EIv1.0_2239740" "Conserved"
"TraesCS7A03G0142800" "TraesPARA_EIv1.0_2240200" "Conserved"
"TraesCS7A03G0684200" "TraesPARA_EIv1.0_2294540" "Conserved"
"TraesCS7A03G0684800" "TraesPARA_EIv1.0_2294630" "Conserved"
"TraesCS7A03G0149100" "TraesPARA_EIv1.0_2240920" "Ambiguous"
"TraesCS7A03G0154100" "TraesPARA_EIv1.0_2241420" "Conserved"
"TraesCS7A03G0154300" "TraesPARA_EIv1.0_2241450" "Ambiguous"
"TraesCS7A03G0190200" "TraesPARA_EIv1.0_2244860" "Conserved"
"TraesCS7A03G0190400" "TraesPARA_EIv1.0_2244890" "Conserved"
"TraesCS7A03G0197100" "TraesPARA_EIv1.0_2245530" "Conserved"
"TraesCS7A03G0209400" "TraesPARA_EIv1.0_2246790" "Conserved"
"TraesCS7A03G0212100" "TraesPARA_EIv1.0_2247090" "Conserved"
"TraesCS7A03G0227400" "TraesPARA_EIv1.0_2249170" "Conserved"
"TraesCS7A03G0245100" "TraesPARA_EIv1.0_2250440" "Conserved"
"TraesCS7A03G0263800" "TraesPARA_EIv1.0_2252310" "Ambiguous"
"TraesCS7A03G0284900" "TraesPARA_EIv1.0_2254680" "Ambiguous"
"TraesCS7A03G0299800" "TraesPARA_EIv1.0_2256030" "Ambiguous"
"TraesCS7A03G0307600" "TraesPARA_EIv1.0_2256770" "Ambiguous"
"TraesCS7A03G0309100" "TraesPARA_EIv1.0_2256940" "Ambiguous"
"TraesCS7A03G0041900" "TraesPARA_EIv1.0_2229900" "Ambiguous"
"TraesCS7A03G0313700" "TraesPARA_EIv1.0_2257230" "Ambiguous"
"TraesCS7A03G0315500" "TraesPARA_EIv1.0_2257460" "Conserved"
"TraesCS7A03G0339300" "TraesPARA_EIv1.0_2259970" "Conserved"
"TraesCS7A03G0810300" "TraesPARA_EIv1.0_2306720" "Ambiguous"
"TraesCS7A03G0821400" "TraesPARA_EIv1.0_2307940" "Conserved"
"TraesCS7A03G0833400" "TraesPARA_EIv1.0_2309160" "Conserved"
"TraesCS7A03G0841900" "TraesPARA_EIv1.0_2310070" "Ambiguous"
"TraesCS7A03G0842900" "TraesPARA_EIv1.0_2310180" "Ambiguous"
"TraesCS7A03G0847000" "TraesPARA_EIv1.0_2310580" "Conserved"
"TraesCS7A03G0870600" "TraesPARA_EIv1.0_2312830" "Ambiguous"
"TraesCS7A03G0891600" "TraesPARA_EIv1.0_2314850" "Trans only"
"TraesCS7A03G0893100" "TraesPARA_EIv1.0_2315160" "Conserved"
"TraesCS7A03G0904900" "TraesPARA_EIv1.0_2316130" "Trans only"
"TraesCS7A03G0905500" "TraesPARA_EIv1.0_2316230" "Ambiguous"
"TraesCS7A03G0906800" "TraesPARA_EIv1.0_2316300" "Conserved"
"TraesCS7A03G0933700" "TraesPARA_EIv1.0_2318930" "Ambiguous"
"TraesCS7A03G0941000" "TraesPARA_EIv1.0_2319530" "Ambiguous"
"TraesCS7A03G0946900" "TraesPARA_EIv1.0_2320020" "Ambiguous"
"TraesCS7A03G0954200" "TraesPARA_EIv1.0_2320530" "Ambiguous"
"TraesCS7A03G0964300" "TraesPARA_EIv1.0_2321580" "Conserved"
"TraesCS7A03G0964400" "TraesPARA_EIv1.0_2321590" "Conserved"
"TraesCS7A03G0978900" "TraesPARA_EIv1.0_2322810" "Conserved"
"TraesCS7A03G0982800" "TraesPARA_EIv1.0_2323120" "Conserved"
"TraesCS7A03G0983400" "TraesPARA_EIv1.0_2323210" "Conserved"
"TraesCS7A03G0983600" "TraesPARA_EIv1.0_2323230" "Ambiguous"
"TraesCS7A03G0986300" "TraesPARA_EIv1.0_2323460" "Conserved"
"TraesCS7A03G0990800" "TraesPARA_EIv1.0_2323880" "Conserved"
"TraesCS7A03G0991400" "TraesPARA_EIv1.0_2323910" "Conserved"
"TraesCS7A03G0997400" "TraesPARA_EIv1.0_2324550" "Ambiguous"
"TraesCS7A03G1001200" "TraesPARA_EIv1.0_2324860" "Ambiguous"
"TraesCS7A03G1005400" "TraesPARA_EIv1.0_2325300" "Ambiguous"
"TraesCS7A03G1005600" "TraesPARA_EIv1.0_2325320" "Conserved"
"TraesCS7A03G1030300" "TraesPARA_EIv1.0_2327200" "Ambiguous"
"TraesCS7A03G1058400" "TraesPARA_EIv1.0_2329940" "Conserved"
"TraesCS7A03G1064600" "TraesPARA_EIv1.0_2330730" "Conserved"
"TraesCS7A03G1081900" "TraesPARA_EIv1.0_2332530" "Ambiguous"
"TraesCS7A03G1095800" "TraesPARA_EIv1.0_2333860" "Ambiguous"
"TraesCS7A03G1099200" "TraesPARA_EIv1.0_2334190" "Conserved"
"TraesCS7A03G1111500" "TraesPARA_EIv1.0_2335430" "Conserved"
"TraesCS7A03G1156600" "TraesPARA_EIv1.0_2340090" "Conserved"
"TraesCS7A03G1159600" "TraesPARA_EIv1.0_2340350" "Conserved"
"TraesCS7A03G1167200" "TraesPARA_EIv1.0_2341010" "Conserved"
"TraesCS7A03G1176300" "TraesPARA_EIv1.0_2341840" "Conserved"
"TraesCS7A03G1179000" "TraesPARA_EIv1.0_2342170" "Conserved"
"TraesCS7A03G1185900" "TraesPARA_EIv1.0_2342680" "Ambiguous"
"TraesCS7A03G1194600" "TraesPARA_EIv1.0_2343780" "Ambiguous"
"TraesCS7A03G1219600" "TraesPARA_EIv1.0_2346730" "Conserved"
"TraesCS7A03G1227600" "TraesPARA_EIv1.0_2347910" "Ambiguous"
"TraesCS7A03G1227700" "TraesPARA_EIv1.0_2347920" "Conserved"
"TraesCS7A03G1229000" "TraesPARA_EIv1.0_2348000" "Conserved"
"TraesCS7A03G1259000" "TraesPARA_EIv1.0_2351320" "Ambiguous"
"TraesCS7A03G1263400" "TraesPARA_EIv1.0_2351800" "Conserved"
"TraesCS7A03G1275100" "TraesPARA_EIv1.0_2352840" "Trans only"
"TraesCS7A03G1278800" "TraesPARA_EIv1.0_2353210" "Ambiguous"
"TraesCS7A03G1283300" "TraesPARA_EIv1.0_2353470" "Conserved"
"TraesCS7A03G1285300" "TraesPARA_EIv1.0_2353630" "Conserved"
"TraesCS7A03G1285700" "TraesPARA_EIv1.0_2353680" "Ambiguous"
"TraesCS7A03G1286000" "TraesPARA_EIv1.0_2353710" "Ambiguous"
"TraesCS7A03G1286100" "TraesPARA_EIv1.0_2353720" "Ambiguous"
"TraesCS7A03G1286300" "TraesPARA_EIv1.0_2353740" "Ambiguous"
"TraesCS7A03G1296500" "TraesPARA_EIv1.0_2354750" "Conserved"
"TraesCS7A03G1332800" "TraesPARA_EIv1.0_2358670" "Conserved"
"TraesCS7A03G1336800" "TraesPARA_EIv1.0_2359110" "Ambiguous"
"TraesCS7A03G1368700" "TraesPARA_EIv1.0_2362950" "Conserved"
"TraesCS7A03G1374100" "TraesPARA_EIv1.0_2363410" "Ambiguous"
"TraesCS7A03G1388200" "TraesPARA_EIv1.0_2365340" "Conserved"
"TraesCS7A03G0762100" "TraesPARA_EIv1.0_2301840" "Ambiguous"
"TraesCS7A03G0767300" "TraesPARA_EIv1.0_2302390" "Conserved"
"TraesCS7A03G0771500" "TraesPARA_EIv1.0_2302790" "Trans only"
"TraesCS7A03G0772900" "TraesPARA_EIv1.0_2302850" "Conserved"
"TraesCS7A03G0773000" "TraesPARA_EIv1.0_2302880" "Conserved"
"TraesCS7A03G0779200" "TraesPARA_EIv1.0_2303490" "Conserved"
"TraesCS7A03G0780600" "TraesPARA_EIv1.0_2303640" "Conserved"
"TraesCS7A03G0786200" "TraesPARA_EIv1.0_2304380" "Trans only"
"TraesCS7A03G0792300" "TraesPARA_EIv1.0_2304800" "Conserved"
"TraesCS7B03G0229800" "TraesPARA_EIv1.0_2388240" "Ambiguous"
"TraesCS7B03G0255900" "TraesPARA_EIv1.0_2390620" "Conserved"
"TraesCS7B03G0272200" "TraesPARA_EIv1.0_2392380" "Conserved"
"TraesCS7B03G0288200" "TraesPARA_EIv1.0_2393800" "Ambiguous"
"TraesCS7B03G0291700" "TraesPARA_EIv1.0_2394040" "Ambiguous"
"TraesCS7B03G0296000" "TraesPARA_EIv1.0_2394410" "Conserved"
"TraesCS7B03G0297700" "TraesPARA_EIv1.0_2394550" "Conserved"
"TraesCS7B03G0297900" "TraesPARA_EIv1.0_2394630" "Conserved"
"TraesCS7B03G0303900" "TraesPARA_EIv1.0_2395320" "Conserved"
"TraesCS7B03G0309000" "TraesPARA_EIv1.0_2395730" "Ambiguous"
"TraesCS7B03G0317600" "TraesPARA_EIv1.0_2396430" "Conserved"
"TraesCS7B03G0331300" "TraesPARA_EIv1.0_2398150" "Conserved"
"TraesCS7B03G0340500" "TraesPARA_EIv1.0_2399080" "Trans only"
"TraesCS7B03G0340800" "TraesPARA_EIv1.0_2399090" "Conserved"
"TraesCS7B03G0046900" "TraesPARA_EIv1.0_2370320" "Conserved"
"TraesCS7B03G0047800" "TraesPARA_EIv1.0_2370360" "Conserved"
"TraesCS7B03G0355500" "TraesPARA_EIv1.0_2400510" "Conserved"
"TraesCS7B03G0370600" "TraesPARA_EIv1.0_2401880" "Ambiguous"
"TraesCS7B03G0372300" "TraesPARA_EIv1.0_2402040" "Conserved"
"TraesCS7B03G0389000" "TraesPARA_EIv1.0_2403730" "Conserved"
"TraesCS7B03G0392300" "TraesPARA_EIv1.0_2403990" "Ambiguous"
"TraesCS7B03G0395400" "TraesPARA_EIv1.0_2404450" "Conserved"
"TraesCS7B03G0396900" "TraesPARA_EIv1.0_2404630" "Conserved"
"TraesCS7B03G0398100" "TraesPARA_EIv1.0_2404790" "Conserved"
"TraesCS7B03G0401300" "TraesPARA_EIv1.0_2405130" "Cis only"
"TraesCS7B03G0405100" "TraesPARA_EIv1.0_2405500" "Ambiguous"
"TraesCS7B03G0417300" "TraesPARA_EIv1.0_2406680" "Ambiguous"
"TraesCS7B03G0436100" "TraesPARA_EIv1.0_2408660" "Ambiguous"
"TraesCS7B03G0449700" "TraesPARA_EIv1.0_2410070" "Conserved"
"TraesCS7B03G0577700" "TraesPARA_EIv1.0_2422850" "Ambiguous"
"TraesCS7B03G0125900" "TraesPARA_EIv1.0_2377790" "Conserved"
"TraesCS7B03G0133300" "TraesPARA_EIv1.0_2378320" "Ambiguous"
"TraesCS7B03G0135700" "TraesPARA_EIv1.0_2378620" "Conserved"
"TraesCS7B03G0147000" "TraesPARA_EIv1.0_2379700" "Ambiguous"
"TraesCS7B03G0157300" "TraesPARA_EIv1.0_2380830" "Conserved"
"TraesCS7B03G0166400" "TraesPARA_EIv1.0_2381780" "Conserved"
"TraesCS7B03G0170000" "TraesPARA_EIv1.0_2382090" "Conserved"
"TraesCS7B03G0194100" "TraesPARA_EIv1.0_2384750" "Conserved"
"TraesCS7B03G0201100" "TraesPARA_EIv1.0_2385490" "Ambiguous"
"TraesCS7B03G0208000" "TraesPARA_EIv1.0_2386120" "Conserved"
"TraesCS7B03G0225000" "TraesPARA_EIv1.0_2387780" "Conserved"
"TraesCS7B03G0752900" "TraesPARA_EIv1.0_2440730" "Conserved"
"TraesCS7B03G0606700" "TraesPARA_EIv1.0_2425810" "Conserved"
"TraesCS7B03G0823800" "TraesPARA_EIv1.0_2448290" "Conserved"
"TraesCS7B03G0847700" "TraesPARA_EIv1.0_2450740" "Conserved"
"TraesCS7B03G0850600" "TraesPARA_EIv1.0_2450970" "Conserved"
"TraesCS7B03G0916600" "TraesPARA_EIv1.0_2457560" "Trans only"
"TraesCS7B03G0926700" "TraesPARA_EIv1.0_2458520" "Ambiguous"
"TraesCS7B03G0939200" "TraesPARA_EIv1.0_2459580" "Conserved"
"TraesCS7B03G0969600" "TraesPARA_EIv1.0_2462640" "Ambiguous"
"TraesCS7B03G1071800" "TraesPARA_EIv1.0_2473390" "Ambiguous"
"TraesCS7B03G1109900" "TraesPARA_EIv1.0_2477820" "Conserved"
"TraesCS7B03G1119100" "TraesPARA_EIv1.0_2478780" "Ambiguous"
"TraesCS7B03G1134000" "TraesPARA_EIv1.0_2480430" "Trans only"
"TraesCS7B03G1134600" "TraesPARA_EIv1.0_2480550" "Conserved"
"TraesCS7B03G1176800" "TraesPARA_EIv1.0_2484280" "Ambiguous"
"TraesCS7B03G1180200" "TraesPARA_EIv1.0_2484690" "Conserved"
"TraesCS7B03G1183600" "TraesPARA_EIv1.0_2485090" "Ambiguous"
"TraesCS7B03G1185200" "TraesPARA_EIv1.0_2485360" "Ambiguous"
"TraesCS7B03G1185800" "TraesPARA_EIv1.0_2485400" "Conserved"
"TraesCS7B03G1186000" "TraesPARA_EIv1.0_2485430" "Trans only"
"TraesCS7B03G1191500" "TraesPARA_EIv1.0_2486330" "Cis only"
"TraesCS7B03G1200500" "TraesPARA_EIv1.0_2487540" "Ambiguous"
"TraesCS7B03G1202500" "TraesPARA_EIv1.0_2487650" "Ambiguous"
"TraesCS7B03G0624300" "TraesPARA_EIv1.0_2427460" "Ambiguous"
"TraesCS7B03G1217900" "TraesPARA_EIv1.0_2489160" "Ambiguous"
"TraesCS7B03G1255800" "TraesPARA_EIv1.0_2492910" "Ambiguous"
"TraesCS7B03G1267400" "TraesPARA_EIv1.0_2494600" "Conserved"
"TraesCS7B03G1275100" "TraesPARA_EIv1.0_2495520" "Ambiguous"
"TraesCS7B03G1306700" "TraesPARA_EIv1.0_2499600" "Conserved"
"TraesCS7B03G1314700" "TraesPARA_EIv1.0_2500420" "Ambiguous"
"TraesCS7B03G1318600" "TraesPARA_EIv1.0_2500890" "Cis only"
"TraesCS7B03G1336300" "TraesPARA_EIv1.0_2501480" "Ambiguous"
"TraesCS7B03G0641900" "TraesPARA_EIv1.0_2429330" "Conserved"
"TraesCS7B03G0645600" "TraesPARA_EIv1.0_2429680" "Conserved"
"TraesCS7D03G0347400" "TraesPARA_EIv1.0_2539280" "Trans only"
"TraesCS7D03G0350500" "TraesPARA_EIv1.0_2539680" "Conserved"
"TraesCS7D03G0055600" "TraesPARA_EIv1.0_2508130" "Conserved"
"TraesCS7D03G0460500" "TraesPARA_EIv1.0_2551660" "Ambiguous"
"TraesCS7D03G0081200" "TraesPARA_EIv1.0_2511220" "Ambiguous"
"TraesCS7D03G0544900" "TraesPARA_EIv1.0_2560550" "Conserved"
"TraesCS7D03G0550500" "TraesPARA_EIv1.0_2561210" "Ambiguous"
"TraesCS7D03G0634800" "TraesPARA_EIv1.0_2569900" "Conserved"
"TraesCS7D03G0113500" "TraesPARA_EIv1.0_2514790" "Ambiguous"
"TraesCS7D03G0646800" "TraesPARA_EIv1.0_2571250" "Conserved"
"TraesCS7D03G0124500" "TraesPARA_EIv1.0_2515980" "Conserved"
"TraesCS7D03G0025400" "TraesPARA_EIv1.0_2505300" "Ambiguous"
"TraesCS7D03G0215400" "TraesPARA_EIv1.0_2525950" "Trans only"
"TraesCS7D03G0219600" "TraesPARA_EIv1.0_2526390" "Conserved"
"TraesCS7D03G0264600" "TraesPARA_EIv1.0_2531130" "Conserved"
"TraesCS7D03G0037300" "TraesPARA_EIv1.0_2506490" "Ambiguous"
"TraesCS7D03G0314300" "TraesPARA_EIv1.0_2535720" "Conserved"
"TraesCS1A03G0592000" "TraesPARA_EIv1.0_0046700" "Ambiguous"
"TraesCS1A03G0634500" "TraesPARA_EIv1.0_0042600" "Ambiguous"
"TraesCS1A03G0671500" "TraesPARA_EIv1.0_0039200" "Ambiguous"
"TraesCS1A03G0474000" "TraesPARA_EIv1.0_0057140" "Conserved"
"TraesCS1A03G0698900" "TraesPARA_EIv1.0_0036710" "Conserved"
"TraesCS1A03G0753000" "TraesPARA_EIv1.0_0031680" "Ambiguous"
"TraesCS1A03G0803800" "TraesPARA_EIv1.0_0026720" "Conserved"
"TraesCS1A03G0479500" "TraesPARA_EIv1.0_0056690" "Conserved"
"TraesCS1A03G0902800" "TraesPARA_EIv1.0_0008130" "Conserved"
"TraesCS1A03G0575800" "TraesPARA_EIv1.0_0048200" "Ambiguous"
"TraesCS1B03G0145400" "TraesPARA_EIv1.0_0118050" "Ambiguous"
"TraesCS1B03G0795600" "TraesPARA_EIv1.0_0180770" "Conserved"
"TraesCS1B03G0834600" "TraesPARA_EIv1.0_0183010" "Ambiguous"
"TraesCS1B03G0591800" "TraesPARA_EIv1.0_0160980" "Conserved"
"TraesCS1B03G0998200" "TraesPARA_EIv1.0_0199110" "Conserved"
"TraesCS1B03G1105500" "TraesPARA_EIv1.0_0209800" "Ambiguous"
"TraesCS1B03G1140000" "TraesPARA_EIv1.0_0212840" "Ambiguous"
"TraesCS1B03G1171300" "TraesPARA_EIv1.0_0215480" "Conserved"
"TraesCS1D03G0046500" "TraesPARA_EIv1.0_0229980" "Ambiguous"
"TraesCS2A03G0315900" "TraesPARA_EIv1.0_0431630" "Conserved"
"TraesCS2A03G0723800" "TraesPARA_EIv1.0_0392290" "Ambiguous"
"TraesCS2A03G0840400" "TraesPARA_EIv1.0_0381290" "Conserved"
"TraesCS2A03G0641400" "TraesPARA_EIv1.0_0400320" "Conserved"
"TraesCS2A03G0951700" "TraesPARA_EIv1.0_0370290" "Ambiguous"
"TraesCS2A03G0672700" "TraesPARA_EIv1.0_0397170" "Ambiguous"
"TraesCS2B03G0579900" "TraesPARA_EIv1.0_0563800" "Ambiguous"
"TraesCS2B03G1314400" "TraesPARA_EIv1.0_0493970" "Conserved"
"TraesCS2B03G1387000" "TraesPARA_EIv1.0_0487260" "Ambiguous"
"TraesCS2B03G1468300" "TraesPARA_EIv1.0_0478800" "Conserved"
"TraesCS2B03G1528000" "TraesPARA_EIv1.0_0472530" "Conserved"
"TraesCS2D03G0847500" "TraesPARA_EIv1.0_0716540" "Ambiguous"
"TraesCS3A03G0057000" "TraesPARA_EIv1.0_0775140" "Ambiguous"
"TraesCS3A03G0018100" "TraesPARA_EIv1.0_0771380" "Ambiguous"
"TraesCS3A03G0764300" "TraesPARA_EIv1.0_0844570" "Conserved"
"TraesCS3A03G0792500" "TraesPARA_EIv1.0_0847050" "Conserved"
"TraesCS3A03G0557800" "TraesPARA_EIv1.0_0824600" "Ambiguous"
"TraesCS3A03G0601900" "TraesPARA_EIv1.0_0828890" "Ambiguous"
"TraesCS3B03G0461900" "TraesPARA_EIv1.0_1002780" "Conserved"
"TraesCS3B03G0494500" "TraesPARA_EIv1.0_0999090" "Conserved"
"TraesCS3B03G0496800" "TraesPARA_EIv1.0_0998850" "Ambiguous"
"TraesCS3B03G0248400" "TraesPARA_EIv1.0_1022110" "Conserved"
"TraesCS3B03G1037000" "TraesPARA_EIv1.0_0946190" "Conserved"
"TraesCS3B03G0779800" "TraesPARA_EIv1.0_0971710" "Conserved"
"TraesCS3B03G0806900" "TraesPARA_EIv1.0_0969280" "Ambiguous"
"TraesCS3D03G0035600" "TraesPARA_EIv1.0_1054670" "Conserved"
"TraesCS4A03G0120700" "TraesPARA_EIv1.0_1293540" "Ambiguous"
"TraesCS4A03G0131200" "TraesPARA_EIv1.0_1294420" "Trans only"
"TraesCS4B03G0703500" "TraesPARA_EIv1.0_1376660" "Ambiguous"
"TraesCS4B03G0895000" "TraesPARA_EIv1.0_1395880" "Conserved"
"TraesCS4B03G0947900" "TraesPARA_EIv1.0_1401270" "Conserved"
"TraesCS4D03G0422700" "TraesPARA_EIv1.0_1453620" "Conserved"
"TraesCS5A03G0045900" "TraesPARA_EIv1.0_1622230" "Conserved"
"TraesCS5A03G0079300" "TraesPARA_EIv1.0_1619080" "Conserved"
"TraesCS5A03G0006800" "TraesPARA_EIv1.0_1625740" "Conserved"
