CS11.A	CS11.B	CS11.D
TraesCS6A02G146000.1	TraesCS6B02G174300.1	TraesCS6D02G135300.1
TraesCS6A02G016100.1	"TraesCS6B02G024000.1, TraesCS6B02G023300.1"	TraesCS6D02G019000.1
"TraesCS6A02G125600.1, TraesCS6A02G125500.1, TraesCS6A02G125300.1"	TraesCS6B02G153400.1	TraesCS6D02G116000.1
"TraesCS6A02G175400.1, TraesCS6A02G175300.1, TraesCS6A02G175500.2"	TraesCS6B02G209800.1	TraesCS6D02G168000.1
TraesCS6A02G185600.1	"TraesCS6B02G214300.1, TraesCS6B02G214400.1, TraesCS6B02G214500.1"	TraesCS6D02G172600.1
TraesCS6A02G198500.1	"TraesCS6B02G228900.1, TraesCS6B02G281500.1"	"TraesCS6D02G225000.1, TraesCS6D02G185000.1"
TraesCS7A02G369700.1	TraesCS7B02G258800.1	TraesCS7D02G353600.1
TraesCS6A02G271900.1	TraesCS6B02G299500.1	TraesCS6D02G252100.1
TraesCS6A02G304200.1	TraesCS6B02G332500.1	"TraesCS6D02G283600.1, TraesCS6D02G283500.1, TraesCS6D02G283400.1"
"TraesCS6A02G352700.1, TraesCS6A02G352800.1, TraesCS6A02G352900.1"	TraesCS6B02G385600.1	TraesCS6D02G335400.1
TraesCS6A02G358300.1	"TraesCS6B02G391000.1, TraesCS6B02G390700.1"	"TraesCS6D02G341100.1, TraesCS6D02G341000.1"
TraesCS6A02G380600.1	"TraesCS6B02G419600.1, TraesCS6B02G419900.1"	"TraesCS6D02G365400.1, TraesCS6D02G365600.1"
"TraesCS7A02G124300.1, TraesCS7A02G124200.1"	"TraesCS7B02G023300.1, TraesCS7B02G023100.1"	TraesCS7D02G122000.1
TraesCS7A02G142700.1	TraesCS7B02G044500.2	TraesCS7D02G143900.1
TraesCS7A02G155000.1	"TraesCS7B02G059200.1, TraesCS7B02G059100.1"	"TraesCS7D02G155400.1, TraesCS7D02G155300.1"
TraesCS7A02G173000.1	"TraesCS7B02G077800.1, TraesCS7B02G078300.1"	"TraesCS7D02G174100.1, TraesCS7D02G174300.1"
TraesCS7A02G201500.1	TraesCS7B02G108500.1	TraesCS7D02G204700.1
TraesCS7A02G201400.1	"TraesCS7B02G108000.1, TraesCS7B02G108300.1"	"TraesCS7D02G204400.1, TraesCS7D02G204500.1"
TraesCS7A02G205500.1	"TraesCS7B02G112800.1, TraesCS7B02G112900.1"	"TraesCS7D02G208300.1, TraesCS7D02G208400.1"
TraesCS7A02G207700.1	"TraesCS3B02G041600.2, TraesCS7B02G114600.1"	"TraesCS3D02G038200.1, TraesCS7D02G210200.1"
TraesCS7A02G254700.1	"TraesCS2B02G284800.1, TraesCS7B02G150800.1"	"TraesCS2D02G265000.1, TraesCS7D02G253200.1"
TraesCS7A02G266100.1	"TraesCS7B02G166300.1, TraesCS3B02G589600.1, TraesCS3B02G589000.1"	TraesCS7D02G268600.1
TraesCS7A02G303000.1	"TraesCS7B02G203200.1, TraesCS2B02G441600.1"	"TraesCS7D02G298300.1, TraesCS2D02G419600.1"
TraesCS7A02G338300.1	"TraesCS7B02G249500.1, TraesCS5B02G290400.1"	"TraesCS7D02G345500.3, TraesCS5D02G298800.1"
TraesCS7A02G398900.3	"TraesCS7B02G299500.1, TraesCS2B02G182500.1"	"TraesCS7D02G393100.1, TraesCS2D02G162800.1"
TraesCS7A02G456300.1	"TraesCS7B02G357100.1, TraesCS7B02G356400.1"	"TraesCS7D02G445000.1, TraesCS7D02G444400.1"
TraesCS7A02G456500.1	TraesCS7B02G357200.1	TraesCS7D02G445100.1
"TraesCS7A02G479700.1, TraesCS7A02G479600.1"	TraesCS7B02G382000.1	"TraesCS7D02G466800.1, TraesCS7D02G466900.1"
"TraesCS7A02G505300.1, TraesCS7A02G505200.1"	TraesCS7B02G412700.1	"TraesCS7D02G492800.1, TraesCS7D02G493000.1"
TraesCS7A02G522800.1	"TraesCS7B02G439700.1, TraesCS7B02G439800.1"	"TraesCS7D02G511900.1, TraesCS7D02G512000.1"
TraesCS7A02G526500.1	"TraesCS7B02G443900.1, TraesCS7B02G443800.1"	"TraesCS7D02G515000.1, TraesCS7D02G514800.1"
TraesCS1A02G171600.1	TraesCS1B02G185100.1	TraesCS1D02G172100.1
TraesCS1A02G246000.1	TraesCS5B02G500000.1	"TraesCS5D02G500200.1, TraesCS1D02G245500.1"
TraesCS1A02G294700.1	"TraesCS7B02G368300.1, TraesCS1B02G304100.1"	"TraesCS7D02G454800.1, TraesCS1D02G297200.1"
TraesCS1A02G421900.1	TraesCS1B02G453300.1	TraesCS1D02G429900.1
TraesCS2A02G076100.1	TraesCS2B02G091200.1	"TraesCS2D02G074400.1, TraesCS2D02G074800.1"
TraesCS2A02G135900.1	TraesCS2B02G159800.1	TraesCS2D02G138400.1
"TraesCS5A02G352400.1, TraesCS2A02G148000.1"	TraesCS6B02G134500.1	TraesCS6D02G179900.1
TraesCS6A02G357300.1	TraesCS6B02G389300.1	TraesCS6D02G339300.1
TraesCS2A02G186200.1	TraesCS2B02G220900.1	TraesCS2D02G201700.1
TraesCS2A02G202000.1	"TraesCS1B02G016700.1, TraesCS2B02G229100.1"	"TraesCS1D02G009800.1, TraesCS2D02G214300.1"
TraesCS2A02G370400.1	"TraesCS2B02G387800.1, TraesCS2B02G387500.1"	"TraesCS2D02G367000.1, TraesCS2D02G366900.1"
TraesCS2A02G377700.1	TraesCS3B02G474500.1	TraesCS3D02G433100.1
TraesCS2A02G456900.1	TraesCS2B02G479400.1	"TraesCS2D02G457300.1, TraesCS2D02G457400.1, TraesCS2D02G457600.1"
"TraesCS3A02G116600.1, TraesCS3A02G116500.1"	TraesCS3B02G135600.1	TraesCS3D02G118400.1
"TraesCS3A02G500600.1, TraesCS7A02G140800.2"	TraesCS3B02G564100.2	"TraesCS3D02G507500.1, TraesCS3D02G507800.1"
TraesCS3A02G535700.1	"TraesCS6B02G396200.1, TraesCS3B02G608200.1"	"TraesCS6D02G345900.1, TraesCS3D02G541200.1"
TraesCS4A02G000200.1	"TraesCS5B02G556400.1, TraesCS4B02G000200.1"	"TraesCS5D02G552400.1, TraesCS4D02G000200.3"
"TraesCS4A02G197100.1, TraesCS4A02G197200.1"	TraesCS4B02G118200.1	TraesCS4D02G115700.1
TraesCS4A02G259300.1	TraesCS4B02G055400.1	"TraesCS4D02G055500.1, TraesCS4D02G055700.1"
TraesCS4A02G267200.1	TraesCS4B02G046000.1	"TraesCS4D02G046000.1, TraesCS4D02G047000.1"
TraesCS4A02G273500.1	"TraesCS4B02G040300.1, TraesCS4B02G040400.1, TraesCS4B02G040200.1"	TraesCS4D02G037800.1
"TraesCS7A02G065200.1, TraesCS4A02G422200.1"	TraesCS2B02G325800.1	TraesCS2D02G307100.1
"TraesCS4A02G439100.1, TraesCS6A02G004400.1"	TraesCS5B02G564400.1	TraesCS7D02G047900.1
TraesCS5A02G062500.1	"TraesCS3B02G139200.1, TraesCS5B02G069800.1"	"TraesCS5D02G073700.1, TraesCS3D02G121900.1"
TraesCS5A02G263100.1	"TraesCS5B02G261500.1, TraesCS5B02G262500.1, TraesCS5B02G261800.1"	TraesCS5D02G270600.1
TraesCS5A02G306200.1	"TraesCS5B02G306800.1, TraesCS5B02G307000.1"	"TraesCS5D02G313500.1, TraesCS5D02G313600.1"
TraesCS5A02G363200.1	"TraesCS4B02G010100.1, TraesCS4B02G010000.1"	"TraesCS5D02G372300.1, TraesCS7D02G059800.1"
TraesCS5A02G430700.1	TraesCS5B02G432600.1	TraesCS5D02G438300.1
TraesCS5A02G508700.3	"TraesCS4B02G339000.1, TraesCS4B02G338800.1"	"TraesCS4D02G335300.1, TraesCS4D02G335400.2"
TraesCS7A02G226500.1	TraesCS7B02G193100.1	TraesCS7D02G227900.1
TraesCS6A02G015500.1	TraesCS6B02G022500.1	TraesCS6D02G018500.1
TraesCS6A02G016300.1	TraesCS6B02G023800.1	"TraesCS6D02G019400.1, TraesCS6D02G019300.1"
TraesCS6A02G141200.1	"TraesCS6B02G169500.1, TraesCS3B02G493600.1"	TraesCS6D02G130600.1
TraesCS6A02G320200.1	TraesCS6B02G351100.1	"TraesCS6D02G299900.1, TraesCS6D02G299700.1"
TraesCS6A02G324700.1	TraesCS6B02G355000.1	TraesCS6D02G304500.1
TraesCS6A02G366500.1	"TraesCS6B02G401800.1, TraesCS6B02G401600.1"	TraesCS6D02G349600.1
TraesCS7A02G198800.1	"TraesCS7B02G104900.1, TraesCS7B02G105200.1, TraesCS7B02G105100.1"	TraesCS7D02G201300.1
TraesCS7A02G353600.1	TraesCS2B02G172300.1	"TraesCS2D02G151500.1, TraesCS7D02G369200.1"
"TraesCS7A02G418200.1, TraesCS7A02G418500.1"	"TraesCS7B02G318400.1, TraesCS7B02G318700.1"	TraesCS7D02G411200.1
TraesCS7A02G496000.1	"TraesCS6B02G180100.1, TraesCS7B02G401200.1"	TraesCS6D02G141900.1
TraesCS1A02G265800.1	"TraesCS1B02G276200.1, TraesCS1B02G276300.1, TraesCS1B02G276800.1"	TraesCS1D02G266000.1
TraesCS1A02G382200.1	"TraesCS1B02G407500.1, TraesCS1B02G407300.1"	TraesCS1D02G389900.1
"TraesCS2A02G375700.1, TraesCS2A02G015100.1, TraesCS2A02G015200.1"	TraesCS2B02G392600.1	TraesCS2D02G371900.1
TraesCS2A02G157700.1	TraesCS2B02G183200.1	"TraesCS2D02G163800.1, TraesCS5D02G230600.1"
TraesCS2A02G390900.1	"TraesCS2B02G408300.1, TraesCS6B02G300800.1"	TraesCS6D02G253500.1
TraesCS4A02G050900.1	TraesCS4B02G253700.1	TraesCS4D02G253600.1
TraesCS3A02G017400.2	"TraesCS3B02G011800.2, TraesCS3B02G006700.2, TraesCS3B02G029900.1"	"TraesCS2D02G002200.1, TraesCS7D02G029000.1"
TraesCS3A02G043000.1	TraesCS3B02G040400.1	TraesCS3D02G037600.1
TraesCS3A02G052300.1	"TraesCS1B02G379000.1, TraesCS3B02G061000.1"	"TraesCS1D02G366700.1, TraesCS3D02G051400.1"
TraesCS3A02G065700.1	"TraesCS3B02G079000.1, TraesCS3B02G079100.1"	"TraesCS3D02G066100.1, TraesCS3D02G066200.1"
TraesCS3A02G072500.1	"TraesCS3B02G086600.1, TraesCS3B02G086500.1"	"TraesCS3D02G072100.1, TraesCS3D02G072200.1"
TraesCS3A02G100800.1	"TraesCS3B02G117800.1, TraesCS3B02G118200.1"	"TraesCS3D02G102000.1, TraesCS3D02G102100.1"
TraesCS3A02G344800.1	"TraesCS3B02G376900.1, TraesCS3B02G376800.1"	"TraesCS3D02G338600.1, TraesCS3D02G338400.1"
TraesCS3A02G370400.1	"TraesCS3B02G402500.1, TraesCS3B02G402600.1"	"TraesCS3D02G363400.1, TraesCS3D02G363500.1"
TraesCS7A02G155500.2	TraesCS7B02G059600.1	TraesCS7D02G155800.1
TraesCS4A02G216000.1	"TraesCS4B02G122900.1, TraesCS4B02G100300.2"	"TraesCS4D02G121000.2, TraesCS4D02G096600.1"
TraesCS4A02G272900.1	"TraesCS3B02G277600.1, TraesCS4B02G041100.1"	"TraesCS3D02G248800.1, TraesCS4D02G038500.1"
TraesCS4A02G307400.1	TraesCS4B02G009300.1	"TraesCS4D02G006600.1, TraesCS4D02G006500.1"
TraesCS5A02G015300.2	"TraesCS2B02G338900.1, TraesCS5B02G013600.2"	TraesCS5D02G021200.1
TraesCS5A02G044000.1	TraesCS5B02G048200.1	"TraesCS5D02G053800.1, TraesCS5D02G053700.1"
TraesCS5A02G387500.1	TraesCS5B02G392600.1	TraesCS5D02G397400.1
TraesCS7A02G113900.1	TraesCS7B02G011600.1	TraesCS7D02G109200.1
TraesCS6A02G113500.1	TraesCS6B02G140500.1	TraesCS6D02G101500.1
TraesCS6A02G141100.2	"TraesCS7B02G358800.3, TraesCS6B02G169200.2"	"TraesCS7D02G445900.2, TraesCS6D02G130400.3"
TraesCS7A02G525400.1	TraesCS7B02G443200.1	TraesCS7D02G514400.1
TraesCS6A02G185800.1	TraesCS6B02G214700.1	TraesCS6D02G172900.1
TraesCS6A02G335800.1	"TraesCS6B02G366600.1, TraesCS7B02G070300.1"	TraesCS6D02G315600.1
TraesCS6A02G384300.1	TraesCS6B02G423700.1	TraesCS6D02G369300.1
TraesCS7A02G116600.1	TraesCS7B02G012100.1	"TraesCS1D02G442700.1, TraesCS7D02G112600.1, TraesCS7D02G110000.1"
TraesCS7A02G246200.1	TraesCS7B02G145200.1	TraesCS7D02G244800.1
TraesCS7A02G262100.1	"TraesCS7B02G159200.1, TraesCS5B02G210200.1, TraesCS6B02G196200.1"	TraesCS7D02G262300.1
TraesCS1A02G047500.1	TraesCS1B02G062000.1	"TraesCS1D02G048700.1, TraesCS1D02G049300.1, TraesCS1D02G048600.1"
TraesCS2A02G096900.1	TraesCS2B02G114400.1	TraesCS2D02G097000.1
TraesCS2A02G468600.1	"TraesCS2B02G491500.1, TraesCS2B02G517100.1"	TraesCS2D02G489500.1
TraesCS2A02G485100.1	TraesCS2B02G511600.1	"TraesCS2D02G485200.2, TraesCS2D02G485400.1"
"TraesCS3A02G413200.1, TraesCS3A02G413000.1, TraesCS3A02G413100.1"	TraesCS3B02G447500.1	TraesCS3D02G407700.1
TraesCS3A02G448400.1	TraesCS3B02G484500.1	TraesCS3D02G440900.1
TraesCS4A02G123200.1	"TraesCS3B02G218000.1, TraesCS4B02G181200.1"	"TraesCS3D02G192300.1, TraesCS4D02G182700.1"
TraesCS4A02G424400.1	TraesCS3B02G543300.1	TraesCS3D02G489400.1
TraesCS5A02G031200.2	TraesCS5B02G030800.1	TraesCS5D02G039400.1
TraesCS5A02G034700.1	TraesCS1B02G328000.1	"TraesCS5D02G043700.1, TraesCS1D02G316100.1"
TraesCS5A02G129100.1	TraesCS5B02G127700.1	"TraesCS5D02G136500.1, TraesCS5D02G136600.1"
TraesCS5A02G485900.1	TraesCS5B02G499700.2	TraesCS5D02G499900.1
TraesCS5A02G355700.1	TraesCS6B02G422500.1	"TraesCS5D02G364100.1, TraesCS5D02G364200.1"
TraesCS5A02G499100.1	TraesCS4B02G327100.1	TraesCS4D02G323800.2
TraesCS6A02G382100.1	"TraesCS6B02G421200.1, TraesCS6B02G420800.1"	"TraesCS6D02G366700.1, TraesCS6D02G366900.1"
"TraesCS6A02G387800.1, TraesCS6A02G387900.1"	TraesCS6B02G427200.1	TraesCS6D02G372000.1
TraesCS7A02G478500.1	"TraesCS7B02G381200.2, TraesCS7B02G381000.1"	TraesCS7D02G465900.2
TraesCS1A02G279200.1	TraesCS1B02G288200.1	"TraesCS1D02G278500.1, TraesCS5D02G160000.1"
TraesCS5A02G149600.1	TraesCS5B02G148300.1	TraesCS5D02G143300.1
TraesCS2A02G071600.1	"TraesCS2B02G085700.1, TraesCS2B02G085800.1, TraesCS2B02G086100.1, TraesCS2B02G085900.1"	TraesCS2D02G070400.1
"TraesCS2A02G445300.1, TraesCS2A02G445200.1"	TraesCS2B02G466200.1	TraesCS2D02G444100.1
TraesCS2A02G446300.1	"TraesCS2B02G093613.1, TraesCS2B02G093605.1, TraesCS2B02G467300.1"	TraesCS2D02G445400.1
TraesCS2A02G453300.1	"TraesCS2B02G474600.1, TraesCS2B02G340100.1"	"TraesCS2D02G452900.1, TraesCS2D02G320600.1"
TraesCS2A02G521500.1	"TraesCS2B02G550800.1, TraesCS2B02G550900.1"	"TraesCS2D02G523200.1, TraesCS2D02G523300.1"
TraesCS3A02G082500.1	TraesCS3B02G097600.1	"TraesCS6D02G043900.1, TraesCS3D02G083600.1"
TraesCS3A02G286400.1	TraesCS3B02G320600.1	TraesCS3D02G286100.1
TraesCS3A02G244700.1	TraesCS3B02G275200.1	TraesCS3D02G246700.1
TraesCS3A02G447600.1	TraesCS3B02G483600.1	TraesCS3D02G440300.1
TraesCS4A02G006300.1	"TraesCS4B02G298800.1, TraesCS4B02G298700.1"	TraesCS4D02G297700.1
TraesCS4A02G049600.1	"TraesCS4B02G255100.1, TraesCS4B02G255300.1"	TraesCS4D02G254900.1
TraesCS4A02G077400.1	"TraesCS4B02G233500.1, TraesCS7B02G474900.1"	"TraesCS4D02G234700.1, TraesCS7D02G537800.1"
TraesCS4A02G283000.2	TraesCS1B02G308800.1	"TraesCS1D02G292200.1, TraesCS4D02G027700.1"
"TraesCS5A02G362800.1, TraesCS4A02G307700.1"	TraesCS2B02G593100.1	TraesCS2D02G003100.1
TraesCS5A02G091600.4	"TraesCS2B02G216000.1, TraesCS2B02G164600.1, TraesCS6B02G134300.1"	TraesCS5D02G103700.1
TraesCS5A02G309400.1	TraesCS5B02G310200.1	TraesCS5D02G316500.1
TraesCS5A02G321800.1	TraesCS5B02G322500.1	"TraesCS5D02G328800.1, TraesCS5D02G328700.1"
TraesCS5A02G327200.1	"TraesCS4B02G116100.1, TraesCS5B02G327400.2"	"TraesCS4D02G113700.1, TraesCS5D02G333400.2"
TraesCS5A02G339600.1	"TraesCS5B02G338400.1, TraesCS5B02G338700.1"	"TraesCS5D02G344100.1, TraesCS5D02G472600.1"
TraesCS7A02G516000.1	TraesCS7B02G432400.1	TraesCS7D02G506300.1
TraesCS5A02G481000.1	TraesCS5B02G494200.1	TraesCS5D02G494500.1
TraesCS6A02G016900.1	"TraesCS6B02G024700.1, TraesCS6B02G008800.1"	"TraesCS7D02G439100.1, TraesCS6D02G002600.1"
TraesCS6A02G154300.1	"TraesCS6B02G182200.1, TraesCS6B02G182100.1"	"TraesCS6D02G144100.1, TraesCS6D02G144000.1"
TraesCS6A02G351800.1	"TraesCS3B02G425800.1, TraesCS6B02G384900.1"	"TraesCS3D02G387500.1, TraesCS6D02G334400.2"
"TraesCS6A02G413600.1, TraesCS7A02G304700.1"	"TraesCS6B02G462900.1, TraesCS7B02G205000.2"	TraesCS7D02G300200.1
TraesCS7A02G116500.1	"TraesCS7B02G013800.1, TraesCS7B02G013400.1"	TraesCS7D02G112000.1
"TraesCS7A02G438800.1, TraesCS7A02G438700.1, TraesCS7A02G438900.1, TraesCS7A02G438600.1"	TraesCS7B02G337600.1	TraesCS7D02G428500.1
TraesCS7A02G545200.1	"TraesCS7B02G468400.1, TraesCS7B02G468600.1, TraesCS7B02G019600.1"	"TraesCS7D02G531600.1, TraesCS7D02G531800.1"
TraesCS2A02G098800.1	"TraesCS2B02G115200.1, TraesCS2B02G115100.1"	TraesCS2D02G089200.1
TraesCS2A02G159800.1	"TraesCS2B02G185500.1, TraesCS2B02G185400.1"	TraesCS2D02G167000.1
TraesCS2A02G342300.1	TraesCS2B02G340000.1	TraesCS2D02G320700.1
TraesCS2A02G553500.2	TraesCS2B02G585100.1	TraesCS2D02G555000.1
TraesCS3A02G383000.1	TraesCS4B02G195500.1	TraesCS4D02G195900.1
TraesCS4A02G044100.1	TraesCS4B02G265200.1	TraesCS4D02G265200.1
TraesCS4A02G051000.2	"TraesCS4B02G253500.1, TraesCS4B02G253300.2"	"TraesCS4D02G253500.1, TraesCS4D02G253400.4"
"TraesCS4A02G295600.1, TraesCS4A02G295800.1, TraesCS4A02G295603.1, TraesCS4A02G295588.1, TraesCS4A02G295595.1"	TraesCS4B02G018000.1	TraesCS4D02G016200.1
TraesCS4A02G335800.2	TraesCS5B02G535600.1	"TraesCS5D02G532600.2, TraesCS5D02G532800.1"
"TraesCS5A02G039100.1, TraesCS5A02G039600.1, TraesCS5A02G039500.1, TraesCS5A02G039400.1, TraesCS5A02G039200.1"	TraesCS5B02G040900.1	TraesCS5D02G046500.1
TraesCS5A02G464500.1	"TraesCS5B02G475700.1, TraesCS5B02G476000.1"	TraesCS5D02G477100.1
TraesCS7A02G304400.1	TraesCS7B02G204700.1	TraesCS7D02G299900.1
TraesCS7A02G497300.1	"TraesCS7B02G400500.1, TraesCS5B02G408500.1"	"TraesCS7D02G484500.1, TraesCS5D02G413800.1"
TraesCS7A02G545100.1	"TraesCS7B02G414600.1, TraesCS7B02G467800.2"	TraesCS7D02G531400.1
TraesCS1A02G102400.2	"TraesCS1B02G112900.1, TraesCS1B02G113100.4"	TraesCS1D02G094200.1
"TraesCS1A02G237300.1, TraesCS1A02G233100.1, TraesCS1A02G238600.1"	TraesCS1B02G246100.1	TraesCS1D02G234200.1
"TraesCS1A02G373700.1, TraesCS1A02G373600.1, TraesCS1A02G373500.1"	TraesCS1B02G393600.1	TraesCS1D02G380300.1
TraesCS2A02G053200.1	"TraesCS2B02G067100.1, TraesCS2B02G067200.1"	"TraesCS2D02G053400.1, TraesCS2D02G053100.1"
TraesCS2A02G068500.1	"TraesCS2B02G080500.1, TraesCS2B02G081400.1, TraesCS2B02G081800.1"	TraesCS2D02G067600.1
TraesCS2A02G151200.1	TraesCS2B02G176000.1	"TraesCS2D02G156400.1, TraesCS2D02G156300.1"
TraesCS2A02G513200.1	"TraesCS2B02G541400.1, TraesCS2B02G541500.1"	TraesCS2D02G514500.1
TraesCS6A02G265800.1	TraesCS6B02G293100.1	TraesCS6D02G248800.1
TraesCS3A02G046500.1	TraesCS3B02G036800.1	"TraesCS3D02G033500.1, TraesCS3D02G033200.1"
"TraesCS3A02G063200.1, TraesCS3A02G063000.1"	TraesCS3B02G075000.1	TraesCS3D02G062300.1
TraesCS3A02G298200.1	TraesCS3B02G338500.1	TraesCS3D02G303900.1
TraesCS3A02G481700.1	"TraesCS3B02G527000.1, TraesCS3B02G526900.1"	TraesCS3D02G476900.1
TraesCS5A02G025300.1	"TraesCS5B02G023100.1, TraesCS5B02G023400.1"	TraesCS5D02G031700.1
TraesCS5A02G293700.1	TraesCS5B02G292900.1	TraesCS5D02G301000.1
TraesCS5A02G320900.1	"TraesCS5B02G321100.1, TraesCS5B02G321400.1, TraesCS5B02G321300.1"	TraesCS5D02G327700.1
TraesCS5A02G466400.1	TraesCS5B02G478100.1	"TraesCS5D02G479200.1, TraesCS5D02G479400.1"
TraesCS5A02G468000.1	TraesCS5B02G480700.1	TraesCS5D02G481100.1
TraesCS7A02G183900.1	"TraesCS2B02G606700.2, TraesCS7B02G088800.1"	TraesCS7D02G185700.2
TraesCS7A02G386200.1	TraesCS7B02G289100.1	"TraesCS4D02G085600.1, TraesCS7D02G382800.1, TraesCS4D02G085500.1"
TraesCS1A02G061200.1	TraesCS1B02G079300.1	TraesCS1D02G061900.1
TraesCS1A02G330800.1	TraesCS1B02G344600.1	"TraesCS1D02G333400.1, TraesCS1D02G333700.1"
TraesCS1A02G344300.1	"TraesCS1B02G358100.1, TraesCS1B02G389400.1"	TraesCS1D02G346700.1
TraesCS1A02G349000.1	"TraesCS1B02G363900.2, TraesCS3B02G315300.2"	TraesCS1D02G352200.1
TraesCS2A02G042900.1	"TraesCS2B02G055500.1, TraesCS2B02G055600.1"	TraesCS2D02G042000.1
TraesCS2A02G108700.1	"TraesCS2B02G125900.1, TraesCS2B02G126300.1"	TraesCS2D02G108600.1
TraesCS3A02G336600.1	TraesCS3B02G367700.1	TraesCS3D02G329600.1
TraesCS2A02G467600.1	"TraesCS2B02G490600.1, TraesCS2B02G490500.1"	TraesCS2D02G467600.1
TraesCS3A02G218000.1	TraesCS3B02G248500.1	TraesCS3D02G234300.2
TraesCS2A02G504000.1	"TraesCS2B02G532400.1, TraesCS2B02G532300.1"	TraesCS2D02G504600.1
"TraesCS2A02G544600.1, TraesCS2A02G544700.1"	TraesCS2B02G575000.1	TraesCS2D02G545600.1
TraesCS3A02G349700.1	TraesCS3B02G382300.1	TraesCS3D02G343700.1
"TraesCS3A02G450000.1, TraesCS3A02G449900.1"	TraesCS3B02G486900.1	TraesCS3D02G442800.1
TraesCS3A02G485800.1	TraesCS3B02G533400.1	"TraesCS3D02G481500.1, TraesCS3D02G481100.1"
TraesCS4A02G050800.1	TraesCS4B02G253900.1	TraesCS4D02G253800.1
TraesCS4A02G203500.1	"TraesCS4B02G107400.2, TraesCS4B02G075800.1"	TraesCS4D02G104300.1
TraesCS4A02G211600.1	TraesCS4B02G104900.1	TraesCS4D02G101800.3
TraesCS5A02G024200.1	"TraesCS5B02G022000.1, TraesCS5B02G021900.1"	TraesCS5D02G030100.1
TraesCS5A02G200100.1	"TraesCS5B02G198500.1, TraesCS5B02G198400.1"	TraesCS5D02G205700.1
TraesCS5A02G267900.1	TraesCS5B02G266900.1	TraesCS5D02G275700.1
TraesCS5A02G302700.1	TraesCS5B02G303000.1	TraesCS5D02G309500.1
TraesCS5A02G427400.1	TraesCS5B02G429400.1	"TraesCS6D02G310200.1, TraesCS5D02G435500.1, TraesCS5D02G435400.1"
TraesCS6A02G033500.1	"TraesCS6B02G047200.1, TraesCS2B02G083400.1"	TraesCS6D02G039000.1
TraesCS6A02G075900.1	"TraesCS1B02G250200.1, TraesCS2B02G382400.1"	TraesCS3D02G111800.1
"TraesCS6A02G110300.1, TraesCS6A02G110200.1"	TraesCS6B02G138500.1	"TraesCS6D02G098600.1, TraesCS6D02G098800.1"
TraesCS6A02G357700.1	TraesCS6B02G390000.1	TraesCS6D02G340200.1
TraesCS6A02G398800.1	TraesCS6B02G439100.1	"TraesCS6D02G383000.1, TraesCS6D02G360200.1"
TraesCS7A02G136900.1	"TraesCS7B02G038400.1, TraesCS7B02G062900.1, TraesCS7B02G038600.1"	TraesCS7D02G137100.1
TraesCS7A02G146900.1	TraesCS7B02G049900.1	TraesCS7D02G458100.1
TraesCS7A02G386800.1	"TraesCS3B02G075600.1, TraesCS3B02G075700.1"	TraesCS7D02G383300.1
TraesCS7A02G460900.1	"TraesCS7B02G362200.1, TraesCS7B02G362300.1"	TraesCS7D02G220700.1
TraesCS7A02G481200.1	"TraesCS7B02G383300.1, TraesCS7B02G383500.1"	"TraesCS7D02G468200.1, TraesCS7D02G468100.1"
TraesCS7A02G511800.2	"TraesCS5B02G454600.1, TraesCS1B02G135600.1, TraesCS7B02G423100.2"	TraesCS7D02G501000.1
TraesCS7A02G561400.1	"TraesCS7B02G485300.1, TraesCS7B02G502000.1"	TraesCS7D02G548400.1
TraesCS1A02G052300.1	TraesCS1B02G069200.1	"TraesCS1D02G054200.1, TraesCS1D02G054100.2"
"TraesCS1A02G072300.1, TraesCS1A02G072100.1"	TraesCS1B02G090700.1	"TraesCS1D02G075100.1, TraesCS1D02G074700.1"
TraesCS1A02G344200.1	"TraesCS1B02G357300.1, TraesCS1B02G358000.1"	TraesCS1D02G346600.1
TraesCS1A02G422600.1	TraesCS1B02G454400.1	"TraesCS1D02G431000.2, TraesCS1D02G431400.1"
TraesCS1A02G422900.1	TraesCS1B02G454200.1	"TraesCS1D02G431200.1, TraesCS1D02G430700.1"
TraesCS2A02G041000.1	"TraesCS2B02G053500.1, TraesCS7B02G322200.1"	"TraesCS2D02G039400.1, TraesCS5D02G546700.1"
TraesCS2A02G083400.1	"TraesCS2B02G097600.1, TraesCS2B02G097400.3"	"TraesCS2D02G081200.2, TraesCS2D02G081000.1"
TraesCS2A02G107600.1	TraesCS2B02G125300.1	TraesCS2D02G107900.1
TraesCS2A02G412500.1	TraesCS2B02G431100.1	"TraesCS2D02G409800.2, TraesCS2D02G409700.2"
TraesCS3A02G063300.1	"TraesCS3B02G075100.1, TraesCS3B02G075900.1"	"TraesCS3D02G062400.2, TraesCS3D02G063300.1"
TraesCS3A02G104400.1	"TraesCS3B02G122900.1, TraesCS3B02G122800.1"	TraesCS3D02G106600.2
TraesCS3A02G295400.2	"TraesCS3B02G341800.9, TraesCS3B02G341600.1, TraesCS3B02G341700.4"	TraesCS3D02G307700.5
TraesCS3A02G393700.1	"TraesCS3B02G425600.1, TraesCS4B02G358100.1"	TraesCS4D02G351600.1
TraesCS3A02G401800.1	"TraesCS3B02G434700.1, TraesCS3B02G434800.1"	TraesCS3D02G397300.1
"TraesCS7A02G444200.1, TraesCS3A02G475800.1"	TraesCS7B02G342700.1	TraesCS7D02G433000.1
