OG0013276	TraesPARA_EIv1.0_0073630.3	TraesCS1A03G0301200.1
OG0025651	TraesPARA_EIv1.0_0061420.1	TraesCS1A03G0428100.1
OG0025652	TraesPARA_EIv1.0_0065970.1	TraesCS1A03G0380600.1
OG0025653	TraesPARA_EIv1.0_1983860.1	TraesCS6A03G0982300.1
OG0025654	TraesPARA_EIv1.0_1226570.1	TraesCS4A03G0833600.1
OG0025655	TraesPARA_EIv1.0_0863830.1	TraesCS3A03G0972500.1
OG0025656	TraesPARA_EIv1.0_0363220.5	TraesCS2A03G1028100.1
OG0025657	TraesPARA_EIv1.0_0363220.4	TraesCS2A03G1028100.2
OG0025658	TraesPARA_EIv1.0_1228130.1	TraesCS4A03G0820200.1
OG0025659	TraesPARA_EIv1.0_2331270.1	TraesCS7A03G1070000.1
OG0025660	TraesPARA_EIv1.0_1538550.1	TraesCS5A03G0925200.1
OG0025661	TraesPARA_EIv1.0_0877880.1	TraesCS3A03G1124800.1
OG0025662	TraesPARA_EIv1.0_2350930.1	TraesCS7A03G1252700.1
OG0025663	TraesPARA_EIv1.0_0828060.1	TraesCS3A03G0591700.1
OG0025665	TraesPARA_EIv1.0_0877500.1	TraesCS3A03G1120700.1
OG0025666	TraesPARA_EIv1.0_0044030.1	TraesCS1A03G0619400.1
OG0025667	TraesPARA_EIv1.0_0356970.1	TraesCS2A03G1092200.1
OG0025668	TraesPARA_EIv1.0_0358050.3	TraesCS2A03G1081100.1
OG0025669	TraesPARA_EIv1.0_0042870.1	TraesCS1A03G0630200.1
OG0025670	TraesPARA_EIv1.0_0881650.1	TraesCS3A03G1147600.1
OG0025671	TraesPARA_EIv1.0_2294030.5	TraesCS7A03G0679300.2
OG0025672	TraesPARA_EIv1.0_2324840.1	TraesCS7A03G1000800.1
OG0025673	TraesPARA_EIv1.0_1517030.1	TraesCS5A03G1154500.1
OG0025674	TraesPARA_EIv1.0_0423440.1	TraesCS2A03G0399600.1
OG0025675	TraesPARA_EIv1.0_1620120.1	TraesCS5A03G0069000.1
OG0025676	TraesPARA_EIv1.0_0804080.1	TraesCS3A03G0348100.1
OG0025677	TraesPARA_EIv1.0_0813180.1	TraesCS3A03G0445900.1
OG0025678	TraesPARA_EIv1.0_1523450.1	TraesCS5A03G1088100.1
OG0025679	TraesPARA_EIv1.0_2283240.3	TraesCS7A03G0578700.1
OG0025680	TraesPARA_EIv1.0_1565710.1	TraesCS5A03G0649100.1
OG0025681	TraesPARA_EIv1.0_0848360.1	TraesCS3A03G0806500.1
OG0025682	TraesPARA_EIv1.0_0433850.1	TraesCS2A03G0292000.1
OG0025683	TraesPARA_EIv1.0_2252710.1	TraesCS7A03G0267200.1
OG0025684	TraesPARA_EIv1.0_1522270.1	TraesCS5A03G1100700.1
OG0025685	TraesPARA_EIv1.0_0023040.1	TraesCS1A03G0843600.1
OG0025686	TraesPARA_EIv1.0_1508080.1	TraesCS5A03G1251200.1
OG0025687	TraesPARA_EIv1.0_0837040.1	TraesCS3A03G0686600.1
OG0025688	TraesPARA_EIv1.0_2349010.1	TraesCS7A03G1236500.1
OG0025689	TraesPARA_EIv1.0_0397800.1	TraesCS2A03G0664700.1
OG0025690	TraesPARA_EIv1.0_1575450.1	TraesCS5A03G0546500.1
OG0025691	TraesPARA_EIv1.0_0857670.1	TraesCS3A03G0909700.1
OG0025692	TraesPARA_EIv1.0_0832140.1	TraesCS3A03G0637000.1
OG0025693	TraesPARA_EIv1.0_0370600.1	TraesCS2A03G0948800.1
OG0025694	TraesPARA_EIv1.0_2333180.1	TraesCS7A03G1089400.1
OG0025695	TraesPARA_EIv1.0_0341470.1	TraesCS2A03G1249800.1
OG0025696	TraesPARA_EIv1.0_2304110.1	TraesCS7A03G0783900.1
OG0025697	TraesPARA_EIv1.0_0049360.1	TraesCS1A03G0564800.1
OG0025698	TraesPARA_EIv1.0_2280950.1	TraesCS7A03G0557500.1
OG0025699	TraesPARA_EIv1.0_1625180.1	TraesCS5A03G0013300.1
OG0025700	TraesPARA_EIv1.0_0038050.1	TraesCS1A03G0684000.1
OG0025701	TraesPARA_EIv1.0_0088950.1	TraesCS1A03G0143300.1
OG0025702	TraesPARA_EIv1.0_0088850.1	TraesCS1A03G0144300.1
OG0025703	TraesPARA_EIv1.0_1196190.1	TraesCS4A03G1113100.1
OG0025704	TraesPARA_EIv1.0_0891200.1	TraesCS3A03G1241800.1
OG0025705	TraesPARA_EIv1.0_0829400.1	TraesCS3A03G0607700.1
OG0025707	TraesPARA_EIv1.0_0828210.1	TraesCS3A03G0593600.3
OG0025708	TraesPARA_EIv1.0_0828210.8	TraesCS3A03G0593600.1
OG0025709	TraesPARA_EIv1.0_0365380.1	TraesCS2A03G1005700.1
OG0025711	TraesPARA_EIv1.0_0429330.1	TraesCS2A03G0340100.1
OG0025712	TraesPARA_EIv1.0_0842130.1	TraesCS3A03G0738900.1
OG0025713	TraesPARA_EIv1.0_1543190.1	TraesCS5A03G0875100.1
OG0025714	TraesPARA_EIv1.0_0825150.1	TraesCS3A03G0563700.1
OG0025715	TraesPARA_EIv1.0_0850560.1	TraesCS3A03G0832600.1
OG0025716	TraesPARA_EIv1.0_1254010.1	TraesCS4A03G0558300.1
OG0025717	TraesPARA_EIv1.0_1239960.1	TraesCS4A03G0712300.1
OG0025718	TraesPARA_EIv1.0_0033380.1	TraesCS1A03G0735000.1
OG0025719	TraesPARA_EIv1.0_0355210.1	TraesCS2A03G1110500.1
OG0025720	TraesPARA_EIv1.0_1522860.1	TraesCS5A03G1093700.1
OG0025721	TraesPARA_EIv1.0_0079990.1	TraesCS1A03G0229800.1
OG0025722	TraesPARA_EIv1.0_0364990.1	TraesCS2A03G1009500.1
OG0025723	TraesPARA_EIv1.0_1953520.1	TraesCS6A03G0675400.1
OG0025724	TraesPARA_EIv1.0_1968820.2	TraesCS6A03G0842100.1
OG0025727	TraesPARA_EIv1.0_1511430.1	TraesCS5A03G1215500.1
OG0025728	TraesPARA_EIv1.0_0859130.1	TraesCS3A03G0924300.1
OG0025729	TraesPARA_EIv1.0_1538480.1	TraesCS5A03G0925800.1
OG0025730	TraesPARA_EIv1.0_1528820.1	TraesCS5A03G1035000.1
OG0025731	TraesPARA_EIv1.0_0861440.1	TraesCS3A03G0954900.1
OG0025732	TraesPARA_EIv1.0_0406700.1	TraesCS2A03G0576800.1
OG0025733	TraesPARA_EIv1.0_2310580.2	TraesCS7A03G0847000.1
OG0025734	TraesPARA_EIv1.0_0378790.1	TraesCS2A03G0869200.1
OG0025735	TraesPARA_EIv1.0_0430400.1	TraesCS2A03G0327500.1
OG0025736	TraesPARA_EIv1.0_1288990.1	TraesCS4A03G0188900.1
OG0025737	TraesPARA_EIv1.0_2302990.1	TraesCS7A03G0774200.1
OG0025738	TraesPARA_EIv1.0_0032460.1	TraesCS1A03G0743900.1
OG0025739	TraesPARA_EIv1.0_1578390.1	TraesCS5A03G0513900.1
OG0025740	TraesPARA_EIv1.0_1505620.1	TraesCS5A03G1276900.1
OG0025741	TraesPARA_EIv1.0_2358020.1	TraesCS7A03G1327000.1
OG0025742	TraesPARA_EIv1.0_0079920.4	TraesCS1A03G0230500.1
OG0025743	TraesPARA_EIv1.0_1281520.2	TraesCS4A03G0271200.1
OG0025744	TraesPARA_EIv1.0_1281520.1	TraesCS4A03G0271200.2
OG0025745	TraesPARA_EIv1.0_1958240.1	TraesCS6A03G0726500.1
OG0025746	TraesPARA_EIv1.0_2260210.1	TraesCS7A03G0341800.1
OG0025747	TraesPARA_EIv1.0_0391370.1	TraesCS2A03G0734700.1
OG0025748	TraesPARA_EIv1.0_0833470.1	TraesCS3A03G0649900.1
OG0025749	TraesPARA_EIv1.0_0359550.1	TraesCS2A03G1066600.1
OG0025750	TraesPARA_EIv1.0_0032860.1	TraesCS1A03G0738800.1
OG0025751	TraesPARA_EIv1.0_1241830.1	TraesCS4A03G0690300.1
OG0025752	TraesPARA_EIv1.0_1216130.1	TraesCS4A03G1001900.1
OG0025753	TraesPARA_EIv1.0_0391950.2	TraesCS2A03G0727500.3
OG0025754	TraesPARA_EIv1.0_1579320.1	TraesCS5A03G0504400.1
OG0025755	TraesPARA_EIv1.0_1573650.1	TraesCS5A03G0568100.1
OG0025756	TraesPARA_EIv1.0_2305630.1	TraesCS7A03G0798700.1
OG0025757	TraesPARA_EIv1.0_0773940.1	TraesCS3A03G0045500.1
OG0025758	TraesPARA_EIv1.0_0858070.1	TraesCS3A03G0913700.1
OG0025759	TraesPARA_EIv1.0_1896240.1	TraesCS6A03G0074500.1
OG0025760	TraesPARA_EIv1.0_2317880.1	TraesCS7A03G0923400.1
OG0025761	TraesPARA_EIv1.0_1534560.1	TraesCS5A03G0967700.1
OG0025762	TraesPARA_EIv1.0_0841150.1	TraesCS3A03G0728000.1
OG0025764	TraesPARA_EIv1.0_2266720.3	TraesCS7A03G0414000.2
OG0025765	TraesPARA_EIv1.0_2266720.1	TraesCS7A03G0414000.1
OG0025766	TraesPARA_EIv1.0_0062260.1	TraesCS1A03G0417200.1
OG0025767	TraesPARA_EIv1.0_0440640.1	TraesCS2A03G0222000.1
OG0025768	TraesPARA_EIv1.0_0334760.1	TraesCS2A03G1317200.1
OG0025769	TraesPARA_EIv1.0_0098800.1	TraesCS1A03G0037300.1
OG0025770	TraesPARA_EIv1.0_1248180.1	TraesCS4A03G0620700.1
OG0025771	TraesPARA_EIv1.0_0006790.2	TraesCS1A03G1014400.2
OG0025772	TraesPARA_EIv1.0_0006790.1	TraesCS1A03G1014400.1
OG0025773	TraesPARA_EIv1.0_1198040.1	TraesCS4A03G1082500.1
OG0025776	TraesPARA_EIv1.0_1522530.1	TraesCS5A03G1098200.1
OG0025778	TraesPARA_EIv1.0_1571320.1	TraesCS5A03G0591200.1
OG0025779	TraesPARA_EIv1.0_1238510.1	TraesCS4A03G0725800.1
OG0025780	TraesPARA_EIv1.0_0801090.1	TraesCS3A03G0317800.1
OG0025781	TraesPARA_EIv1.0_1920830.1	TraesCS6A03G0333100.1
OG0025782	TraesPARA_EIv1.0_1615100.1	TraesCS5A03G0122100.1
OG0025783	TraesPARA_EIv1.0_0834860.1	TraesCS3A03G0664100.1
OG0025784	TraesPARA_EIv1.0_1560800.1	TraesCS5A03G0703500.1
OG0025785	TraesPARA_EIv1.0_1624360.1	TraesCS5A03G0024900.1
OG0025786	TraesPARA_EIv1.0_0385040.1	TraesCS2A03G0802800.1
OG0025787	TraesPARA_EIv1.0_0873170.1	TraesCS3A03G1074700.1
OG0025788	TraesPARA_EIv1.0_1926990.1	TraesCS6A03G0401800.1
OG0025789	TraesPARA_EIv1.0_1529530.2	TraesCS5A03G1024800.2
OG0025790	TraesPARA_EIv1.0_0895130.1	TraesCS3A03G1277800.1
OG0025791	TraesPARA_EIv1.0_2316690.1	TraesCS7A03G0910800.1
OG0025792	TraesPARA_EIv1.0_0835470.1	TraesCS3A03G0670000.2
OG0025793	TraesPARA_EIv1.0_0835470.2	TraesCS3A03G0670000.1
OG0025794	TraesPARA_EIv1.0_0342130.1	TraesCS2A03G1243700.1
OG0025795	TraesPARA_EIv1.0_0054190.1	TraesCS1A03G0508700.1
OG0025796	TraesPARA_EIv1.0_1286010.1	TraesCS4A03G0220900.1
OG0025797	TraesPARA_EIv1.0_0000240.1	TraesCS1A03G1083600.1
OG0025798	TraesPARA_EIv1.0_2309060.1	TraesCS7A03G0832400.1
OG0025800	TraesPARA_EIv1.0_0436860.1	TraesCS2A03G0260700.1
OG0025801	TraesPARA_EIv1.0_1912030.1	TraesCS6A03G0241100.1
OG0025802	TraesPARA_EIv1.0_0839050.1	TraesCS3A03G0707500.1
OG0025803	TraesPARA_EIv1.0_0873560.1	TraesCS3A03G1079300.1
OG0025804	TraesPARA_EIv1.0_1598100.1	TraesCS5A03G0298800.1
OG0025805	TraesPARA_EIv1.0_0422380.1	TraesCS2A03G0410000.1
OG0025806	TraesPARA_EIv1.0_0875390.1	TraesCS3A03G1098600.1
OG0025807	TraesPARA_EIv1.0_1258510.1	TraesCS4A03G0509100.1
OG0025808	TraesPARA_EIv1.0_0338750.1	TraesCS2A03G1282300.1
OG0025809	TraesPARA_EIv1.0_2292010.1	TraesCS7A03G0663200.1
OG0025810	TraesPARA_EIv1.0_1574500.1	TraesCS5A03G0559800.1
OG0025811	TraesPARA_EIv1.0_1555070.1	TraesCS5A03G0759100.1
OG0025812	TraesPARA_EIv1.0_0332160.1	TraesCS2A03G1345100.1
OG0025813	TraesPARA_EIv1.0_1938840.2	TraesCS6A03G0522300.1
OG0025814	TraesPARA_EIv1.0_0079710.1	TraesCS1A03G0232400.1
OG0025815	TraesPARA_EIv1.0_0773570.1	TraesCS3A03G0042200.1
OG0025816	TraesPARA_EIv1.0_1584720.1	TraesCS5A03G0447700.2
OG0025817	TraesPARA_EIv1.0_1584720.3	TraesCS5A03G0447700.1
OG0025818	TraesPARA_EIv1.0_0352670.2	TraesCS2A03G1136700.1
OG0025820	TraesPARA_EIv1.0_2310640.1	TraesCS7A03G0847700.1
OG0025821	TraesPARA_EIv1.0_1590030.1	TraesCS5A03G0388400.1
OG0025822	TraesPARA_EIv1.0_0436870.1	TraesCS2A03G0260900.1
OG0025823	TraesPARA_EIv1.0_1962040.1	TraesCS6A03G0768700.1
OG0025824	TraesPARA_EIv1.0_1930780.1	TraesCS6A03G0439900.1
OG0025825	TraesPARA_EIv1.0_1197760.1	TraesCS4A03G1080300.1
OG0025826	TraesPARA_EIv1.0_1927680.1	TraesCS6A03G0407700.1
OG0025827	TraesPARA_EIv1.0_0440620.2	TraesCS2A03G0222100.1
OG0025828	TraesPARA_EIv1.0_0091590.1	TraesCS1A03G0112400.1
OG0025830	TraesPARA_EIv1.0_0041490.1	TraesCS1A03G0648400.1
OG0025831	TraesPARA_EIv1.0_2240770.1	TraesCS7A03G0148000.1
OG0025832	TraesPARA_EIv1.0_0844300.1	TraesCS3A03G0761200.1
OG0025833	TraesPARA_EIv1.0_1552370.1	TraesCS5A03G0786600.1
OG0025834	TraesPARA_EIv1.0_0341930.1	TraesCS2A03G1245100.1
OG0025835	TraesPARA_EIv1.0_1973270.1	TraesCS6A03G0885400.1
OG0025836	TraesPARA_EIv1.0_0425470.1	TraesCS2A03G0380700.1
OG0025837	TraesPARA_EIv1.0_1549850.1	TraesCS5A03G0810200.1
OG0025838	TraesPARA_EIv1.0_0093390.1	TraesCS1A03G0095400.1
OG0025839	TraesPARA_EIv1.0_0425250.1	TraesCS2A03G0382600.1
OG0025840	TraesPARA_EIv1.0_1946530.1	TraesCS6A03G0604200.1
OG0025841	TraesPARA_EIv1.0_1238090.1	TraesCS4A03G0730600.1
OG0025842	TraesPARA_EIv1.0_0451480.1	TraesCS2A03G0114800.1
OG0025843	TraesPARA_EIv1.0_1917950.1	TraesCS6A03G0303800.1
OG0025844	TraesPARA_EIv1.0_1982090.1	TraesCS6A03G0965800.1
OG0025845	TraesPARA_EIv1.0_0065930.1	TraesCS1A03G0380800.1
OG0025846	TraesPARA_EIv1.0_0421270.1	TraesCS2A03G0423600.1
OG0025847	TraesPARA_EIv1.0_1954280.1	TraesCS6A03G0683300.1
OG0025848	TraesPARA_EIv1.0_0332830.1	TraesCS2A03G1336900.1
OG0025849	TraesPARA_EIv1.0_0831560.1	TraesCS3A03G0630100.1
OG0025850	TraesPARA_EIv1.0_2271920.1	TraesCS7A03G0464700.1
OG0025852	TraesPARA_EIv1.0_0040050.1	TraesCS1A03G0663000.1
OG0025853	TraesPARA_EIv1.0_0444110.1	TraesCS2A03G0189000.1
OG0025854	TraesPARA_EIv1.0_1532860.1	TraesCS5A03G0987100.1
OG0025855	TraesPARA_EIv1.0_1514430.1	TraesCS5A03G1184800.1
OG0025856	TraesPARA_EIv1.0_0791090.1	TraesCS3A03G0219500.1
OG0025857	TraesPARA_EIv1.0_1603380.1	TraesCS5A03G0243600.1
OG0025858	TraesPARA_EIv1.0_1299150.1	TraesCS4A03G0071000.1
OG0025859	TraesPARA_EIv1.0_0363530.1	TraesCS2A03G1025300.1
OG0025860	TraesPARA_EIv1.0_1517930.1	TraesCS5A03G1144700.1
OG0025861	TraesPARA_EIv1.0_0875280.1	TraesCS3A03G1096700.1
OG0025862	TraesPARA_EIv1.0_2346700.1	TraesCS7A03G1219300.1
OG0025863	TraesPARA_EIv1.0_1595780.1	TraesCS5A03G0327400.1
OG0025864	TraesPARA_EIv1.0_2318520.1	TraesCS7A03G0929700.1
OG0025865	TraesPARA_EIv1.0_1191210.1	TraesCS4A03G1159600.1
OG0025866	TraesPARA_EIv1.0_1605350.1	TraesCS5A03G0222800.1
OG0025867	TraesPARA_EIv1.0_1182870.1	TraesCS4A03G1247000.1
OG0025868	TraesPARA_EIv1.0_1565580.1	TraesCS5A03G0650400.1
OG0025869	TraesPARA_EIv1.0_0799350.1	TraesCS3A03G0302300.1
OG0025870	TraesPARA_EIv1.0_1284240.1	TraesCS4A03G0237100.1
OG0025871	TraesPARA_EIv1.0_0048490.1	TraesCS1A03G0573200.1
OG0025872	TraesPARA_EIv1.0_1985840.1	TraesCS6A03G1006100.1
OG0025873	TraesPARA_EIv1.0_0062870.1	TraesCS1A03G0410700.1
OG0025874	TraesPARA_EIv1.0_0080980.1	TraesCS1A03G0219400.1
OG0025875	TraesPARA_EIv1.0_1555550.1	TraesCS5A03G0754300.1
OG0025876	TraesPARA_EIv1.0_1544220.1	TraesCS5A03G0862900.1
OG0025877	TraesPARA_EIv1.0_0379180.1	TraesCS2A03G0864400.1
OG0025878	TraesPARA_EIv1.0_1907170.1	TraesCS6A03G0187700.1
OG0025879	TraesPARA_EIv1.0_1521960.1	TraesCS5A03G1106000.1
OG0025880	TraesPARA_EIv1.0_1281580.1	TraesCS4A03G0270000.1
OG0025881	TraesPARA_EIv1.0_0419230.1	TraesCS2A03G0446200.1
OG0025882	TraesPARA_EIv1.0_0347650.1	TraesCS2A03G1191100.1
OG0025883	TraesPARA_EIv1.0_1616090.1	TraesCS5A03G0111200.1
OG0025884	TraesPARA_EIv1.0_0055790.1	TraesCS1A03G0490200.1
OG0025885	TraesPARA_EIv1.0_0421760.1	TraesCS2A03G0417400.1
OG0025886	TraesPARA_EIv1.0_1218130.1	TraesCS4A03G1021700.1
OG0025887	TraesPARA_EIv1.0_1893990.1	TraesCS6A03G0056100.1
OG0025888	TraesPARA_EIv1.0_0423920.1	TraesCS2A03G0395500.1
OG0025889	TraesPARA_EIv1.0_0340530.1	TraesCS2A03G1258300.1
OG0025890	TraesPARA_EIv1.0_2314540.1	TraesCS7A03G0888200.1
OG0025891	TraesPARA_EIv1.0_1303110.1	TraesCS4A03G0029600.1
OG0025892	TraesPARA_EIv1.0_1276240.2	TraesCS4A03G0325700.1
OG0025893	TraesPARA_EIv1.0_1276240.1	TraesCS4A03G0325700.2
OG0025894	TraesPARA_EIv1.0_0000200.1	TraesCS1A03G1084100.1
OG0025895	TraesPARA_EIv1.0_1944010.1	TraesCS6A03G0579100.1
OG0025896	TraesPARA_EIv1.0_0435900.1	TraesCS2A03G0271100.1
OG0025897	TraesPARA_EIv1.0_0047550.1	TraesCS1A03G0582700.1
OG0025899	TraesPARA_EIv1.0_0438640.1	TraesCS2A03G0244600.1
OG0025900	TraesPARA_EIv1.0_0447880.1	TraesCS2A03G0151600.1
OG0025901	TraesPARA_EIv1.0_0383080.1	TraesCS2A03G0822300.1
OG0025902	TraesPARA_EIv1.0_2242550.1	TraesCS7A03G0164700.1
OG0025903	TraesPARA_EIv1.0_1580680.1	TraesCS5A03G0489700.1
OG0025904	TraesPARA_EIv1.0_0866270.1	TraesCS3A03G0999500.1
OG0025905	TraesPARA_EIv1.0_1533400.1	TraesCS2A03G1222000.1
OG0025906	TraesPARA_EIv1.0_0829080.1	TraesCS3A03G0604600.1
OG0025907	TraesPARA_EIv1.0_1625600.1	TraesCS5A03G0008300.1
OG0025908	TraesPARA_EIv1.0_2280600.1	TraesCS7A03G0553100.1
OG0025909	TraesPARA_EIv1.0_1891330.1	TraesCS6A03G0023700.1
OG0025910	TraesPARA_EIv1.0_1294560.1	TraesCS4A03G0132400.1
OG0025911	TraesPARA_EIv1.0_1301710.1	TraesCS4A03G0045700.1
OG0025912	TraesPARA_EIv1.0_1617220.1	TraesCS5A03G0098700.1
OG0025913	TraesPARA_EIv1.0_0860570.1	TraesCS3A03G0940600.1
OG0025914	TraesPARA_EIv1.0_0088700.1	TraesCS1A03G0146000.1
OG0025915	TraesPARA_EIv1.0_2268010.1	TraesCS7A03G0426600.1
OG0025916	TraesPARA_EIv1.0_0422410.1	TraesCS2A03G0409800.1
OG0025917	TraesPARA_EIv1.0_1534920.1	TraesCS5A03G0963300.1
OG0025918	TraesPARA_EIv1.0_0028350.1	TraesCS1A03G0790300.1
OG0025919	TraesPARA_EIv1.0_0878160.1	TraesCS2A03G0017400.1
OG0025920	TraesPARA_EIv1.0_1295310.1	TraesCS4A03G0111900.1
OG0025922	TraesPARA_EIv1.0_2258690.1	TraesCS7A03G0326600.1
OG0025923	TraesPARA_EIv1.0_0833560.1	TraesCS3A03G0651000.1
OG0025924	TraesPARA_EIv1.0_0794840.1	TraesCS3A03G0255200.1
OG0025925	TraesPARA_EIv1.0_0808140.1	TraesCS3A03G0394500.1
OG0025926	TraesPARA_EIv1.0_2252670.1	TraesCS7A03G0267000.1
OG0025928	TraesPARA_EIv1.0_0869160.1	TraesCS3A03G1031600.1
OG0025929	TraesPARA_EIv1.0_1896280.1	TraesCS6A03G0075000.1
OG0025930	TraesPARA_EIv1.0_1934790.1	TraesCS6A03G0480200.1
OG0025931	TraesPARA_EIv1.0_0024020.1	TraesCS1A03G0831700.1
OG0025932	TraesPARA_EIv1.0_0411760.1	TraesCS2A03G0524900.1
OG0025933	TraesPARA_EIv1.0_1950260.2	TraesCS6A03G0642800.1
OG0025934	TraesPARA_EIv1.0_1587200.1	TraesCS5A03G0420500.1
OG0025935	TraesPARA_EIv1.0_2283350.1	TraesCS7A03G0579700.1
OG0025936	TraesPARA_EIv1.0_2291200.1	TraesCS7A03G0655400.1
OG0025937	TraesPARA_EIv1.0_0009350.1	TraesCS1A03G0915700.1
OG0025938	TraesPARA_EIv1.0_0425660.1	TraesCS2A03G0379000.1
OG0025939	TraesPARA_EIv1.0_0345880.1	TraesCS2A03G1206400.1
OG0025941	TraesPARA_EIv1.0_0839550.1	TraesCS3A03G0711800.1
OG0025942	TraesPARA_EIv1.0_0863470.1	TraesCS3A03G0969400.1
OG0025943	TraesPARA_EIv1.0_1240680.1	TraesCS4A03G0704800.1
OG0025944	TraesPARA_EIv1.0_0434180.1	TraesCS2A03G0288900.1
OG0025945	TraesPARA_EIv1.0_1237360.1	TraesCS4A03G0737700.1
OG0025946	TraesPARA_EIv1.0_1972420.1	TraesCS6A03G0876900.1
OG0025947	TraesPARA_EIv1.0_1218330.1	TraesCS4A03G1024100.1
OG0025948	TraesPARA_EIv1.0_2302980.1	TraesCS7A03G0774100.1
OG0025949	TraesPARA_EIv1.0_1538810.1	TraesCS5A03G0921100.1
OG0025950	TraesPARA_EIv1.0_1555830.1	TraesCS5A03G0751700.1
OG0025951	TraesPARA_EIv1.0_1593820.1	TraesCS5A03G0345800.1
OG0025952	TraesPARA_EIv1.0_1593820.3	TraesCS5A03G0345800.2
OG0025953	TraesPARA_EIv1.0_2261540.1	TraesCS7A03G0355600.1
OG0025954	TraesPARA_EIv1.0_0025440.1	TraesCS1A03G0818400.1
OG0025955	TraesPARA_EIv1.0_1256020.1	TraesCS4A03G0536100.1
OG0025956	TraesPARA_EIv1.0_0457100.1	TraesCS2A03G0073400.1
OG0025957	TraesPARA_EIv1.0_1554180.1	TraesCS5A03G0769100.1
OG0025958	TraesPARA_EIv1.0_1573220.1	TraesCS5A03G0572600.1
OG0025959	TraesPARA_EIv1.0_0854080.1	TraesCS3A03G0872300.1
OG0025960	TraesPARA_EIv1.0_1589510.1	TraesCS5A03G0394600.1
OG0025961	TraesPARA_EIv1.0_1566790.1	TraesCS5A03G0638900.1
OG0025962	TraesPARA_EIv1.0_1554660.1	TraesCS5A03G0764900.1
OG0025963	TraesPARA_EIv1.0_1563260.1	TraesCS5A03G0675900.1
OG0025964	TraesPARA_EIv1.0_1572220.1	TraesCS5A03G0583200.1
OG0025966	TraesPARA_EIv1.0_1563720.1	TraesCS5A03G0671000.1
OG0025967	TraesPARA_EIv1.0_0437410.1	TraesCS2A03G0255900.1
OG0025968	TraesPARA_EIv1.0_0868730.1	TraesCS3A03G1028100.1
OG0025969	TraesPARA_EIv1.0_0096000.1	TraesCS1A03G0068100.1
OG0025970	TraesPARA_EIv1.0_0834910.1	TraesCS3A03G0664600.1
OG0025971	TraesPARA_EIv1.0_2362340.1	TraesCS7A03G1366200.1
OG0025972	TraesPARA_EIv1.0_1956370.1	TraesCS6A03G0704900.1
OG0025973	TraesPARA_EIv1.0_0878660.1	TraesCS3A03G1134400.1
OG0025974	TraesPARA_EIv1.0_1556630.1	TraesCS5A03G0744700.1
OG0025975	TraesPARA_EIv1.0_1219340.1	TraesCS4A03G0901900.1
OG0025976	TraesPARA_EIv1.0_0380290.1	TraesCS2A03G0851700.1
OG0025977	TraesPARA_EIv1.0_1559550.1	TraesCS5A03G0716200.1
OG0025978	TraesPARA_EIv1.0_1254130.1	TraesCS4A03G0557200.1
OG0025979	TraesPARA_EIv1.0_0854160.1	TraesCS3A03G0873100.1
OG0025980	TraesPARA_EIv1.0_1962890.1	TraesCS6A03G0777200.1
OG0025981	TraesPARA_EIv1.0_0804440.1	TraesCS3A03G0352800.1
OG0025982	TraesPARA_EIv1.0_1517130.1	TraesCS5A03G1153700.1
OG0025983	TraesPARA_EIv1.0_2247790.1	TraesCS7A03G0218300.1
OG0025984	TraesPARA_EIv1.0_1562140.1	TraesCS5A03G0688800.1
OG0025985	TraesPARA_EIv1.0_0451990.1	TraesCS2A03G0113300.1
OG0025986	TraesPARA_EIv1.0_0873030.1	TraesCS3A03G1073300.1
OG0025987	TraesPARA_EIv1.0_1581000.1	TraesCS5A03G0486700.1
OG0025988	TraesPARA_EIv1.0_0430780.1	TraesCS2A03G0323800.1
OG0025989	TraesPARA_EIv1.0_2242080.1	TraesCS7A03G0160400.1
OG0025990	TraesPARA_EIv1.0_0035180.1	TraesCS1A03G0716700.1
OG0025991	TraesPARA_EIv1.0_0333030.1	TraesCS2A03G1335500.1
OG0025992	TraesPARA_EIv1.0_1292610.1	TraesCS4A03G0152600.1
OG0025993	TraesPARA_EIv1.0_1983430.1	TraesCS6A03G0978100.1
OG0025994	TraesPARA_EIv1.0_0061580.1	TraesCS1A03G0426600.1
OG0025995	TraesPARA_EIv1.0_1536070.1	TraesCS5A03G0951600.1
OG0025996	TraesPARA_EIv1.0_0807560.1	TraesCS3A03G0388800.1
OG0025997	TraesPARA_EIv1.0_1983660.1	TraesCS6A03G0980300.1
OG0025998	TraesPARA_EIv1.0_0774740.1	TraesCS3A03G0052300.1
OG0025999	TraesPARA_EIv1.0_0348020.1	TraesCS2A03G1187800.1
OG0026000	TraesPARA_EIv1.0_0847320.1	TraesCS3A03G0795100.1
OG0026002	TraesPARA_EIv1.0_1548450.1	TraesCS5A03G0824900.1
OG0026003	TraesPARA_EIv1.0_0770890.1	TraesCS3A03G0014600.1
OG0026004	TraesPARA_EIv1.0_1936130.1	TraesCS6A03G0490100.1
OG0026005	TraesPARA_EIv1.0_0020310.1	TraesCS1A03G0870800.1
OG0026006	TraesPARA_EIv1.0_1960700.1	TraesCS6A03G0755200.1
OG0026007	TraesPARA_EIv1.0_1290710.1	TraesCS4A03G0168800.1
OG0026008	TraesPARA_EIv1.0_2356050.1	TraesCS7A03G1311000.1
OG0026009	TraesPARA_EIv1.0_1599130.1	TraesCS5A03G0288400.1
